patent_id,title,organization
7093800,Method of operating a satellite for end-of-life maneuvers,The Boeing Company
7082019,Method and apparatus to protect solar cells from electrostatic discharge damage,The Boeing Company
7093805,System and methods for integrating a payload with a launch vehicle,The Boeing Company
7097127,Mass trim mechanism,The Boeing Company
7025307,Method and apparatus for solar tacking momentum maintenance in long-duration deployment of a large reflector,The Boeing Company
7014915,"Controlled binary macrosegregated powder particles, their uses, and preparation methods therefor",The Boeing Company
7055781,Cooled insulation surface temperature control system,The Boeing Company
7059090,Fairing access door with reinforcement and method of manufacture,The Boeing Company
6969546,Thermal insulation system employing oxide ceramic matrix composites,The Boeing Company
6978966,Reflector deployment error estimation,The Boeing Company
6980893,Phase recovery filtering techniques for SCP throughput shortage,The Boeing Company
6983914,Deployable solar array assembly,The Boeing Company
6990396,Method and apparatus for reaction wheel dynamic compensation in long-duration deployment of a large reflector,The Boeing Company
7003941,Thruster device responsive to solar radiation and associated methods,The Boeing Company
7007896,Shock and vibration isolation system,The Boeing Company
9346564,System and method for manually safing and deorbiting a geostationary spacecraft in an absence of a spacecraft processor,The Boeing Company
9334069,Propellant gauging at microgravity within the pressure—temperature—density inflection zone of xenon,The Boeing Company
9297326,Health-adaptive reaction control system,The Boeing Company
9309010,Methods and apparatus for controlling a plurality of satellites using node-synchronous eccentricity control,The Boeing Company
9376221,Methods and apparatus to point a payload at a target,The Boeing Company
9403605,Multiple stage tractor propulsion vehicle,The Boeing Company
9403606,Spacecraft radiator panels,The Boeing Company
9423255,System and method for mitigating an occurrence of a dry spot in a field of view of a star tracker,The Boeing Company
9394065,Multiple space vehicle launch system,The Boeing Company
9395048,Thermally protected liquid acquisition device for cryogenic fluids,The Boeing Company
9382013,Variably extending heat transfer devices,The Boeing Company
9396828,Carbon nanotube coated structure and associated method of fabrication,The Boeing Company
9428285,System and method for managing momentum accumulation,The Boeing Company
9446864,NANOSAT electrothermal deployment system,The Boeing Company
9453293,Method of making a composite tank having joint with softening strip,The Boeing Company
9457918,Multi-stage space launch systems with reusable thrust augmentation and associated methods,The Boeing Company
9458356,High efficiency erosion resistant silicone ablator composition,The Boeing Company
9551994,System and method for vehicle attitude control,The Boeing Company
9546892,Methods and systems for estimation of propellant transfer in an ion propulsion system,The Boeing Company
9567109,Space structure deployment system,The Boeing Company
9590159,Thermoelectric power generation from power feeder,The Boeing Company
9571194,Near-field connectivity for hosted payloads,The Boeing Company
9567113,Thermal seal with thermally induced shape change,The Boeing Company
9567114,Combined pressure and thermal window system for space vehicles,The Boeing Company
9487311,Apparatus and methods to provide a surface having a tunable emissivity,The Boeing Company
9493228,High heat transfer rate reusable thermal protection system,The Boeing Company
9469420,Shaft assembly for rotary switch,The Boeing Company
9475261,Dual layer sandwich for thermal management,The Boeing Company
9475593,Dual layer sandwich for thermal management,The Boeing Company
9522746,Attitude slew methodology for space vehicles using gimbaled low-thrust propulsion subsystem,The Boeing Company
9527609,Vehicle ablator system,The Boeing Company
9684318,Lightweight combined ductwork/plenums for space applications,The Boeing Company
9732776,Marman clamp with a shape memory alloy actuator,The Boeing Company
9720042,Built-in test for satellite digital payload verification,The Boeing Company
9676498,Multi-stage space launch systems with reusable thrust augmentation and associated methods,The Boeing Company
9650996,Valve controller for pressure stabilization,The Boeing Company
9643739,Methods and apparatus for performing propulsion operations using electric propulsion systems,The Boeing Company
9643740,Gyroless three-axis sun acquisition using sun sensor and unscented kalman filter,The Boeing Company
9637247,Component deployment system,The Boeing Company
9637248,Component deployment system,The Boeing Company
9764859,Efficient stationkeeping design for mixed fuel systems,The Boeing Company
9770864,Methods of internally insulating a fluted core sandwich structure,The Boeing Company
9796488,Dual port payload attach ring compatible satellite,The Boeing Company
9809329,Systems for interconnecting dual manifested spacecraft,The Boeing Company
9783324,Vessel insulation assembly,The Boeing Company
9758262,Vented launch vehicle adaptor for a manned spacecraft with “pusher” launch abort system,The Boeing Company
9776743,Expandable gravity chamber for a habitation module that is housed in an inflatable shell,The Boeing Company
9834324,"Thrust apparatuses, systems, and methods",The Boeing Company
9815575,On-orbit reconfigurable solar array,The Boeing Company
9878808,Spacecraft and spacecraft radiator panels with composite face-sheets,The Boeing Company
9878809,Stand-off panel thermal protection system and method of fabricating the same,The Boeing Company
9878810,Self-contained stud adhesive bonding apparatus and method of use,The Boeing Company
9880042,Propellant gauging tool for predicting propellant mass in a propellant storage volume,The Boeing Company
9038364,Thruster grid clear circuits and methods to clear thruster grids,The Boeing Company
9045242,Mechanically fastened large pressurized vehicle structure,The Boeing Company
9067694,Position-based gyroless control of spacecraft attitude,The Boeing Company
9067695,Solar array transfer orbit power maximizer,The Boeing Company
9068562,Laser-powered propulsion system,The Boeing Company
9072184,Carbon fiber spacecraft panel with integral metallic foil power return,The Boeing Company
9086060,Telemetry for testing switch configuration in ion propulsion system,The Boeing Company
9090360,Cryogenically cooled radiation shield device and associated method,The Boeing Company
9073648,Star tracker rate estimation with kalman filter enhancement,The Boeing Company
9180984,Methods and apparatus for performing propulsion operations using electric propulsion systems,The Boeing Company
9181934,Rotary switch assembly for ion propulsion system,The Boeing Company
9115662,Health-adaptive reaction control system,The Boeing Company
9114891,"Multi-purpose electrical coil as a magnetic flux generator, heater or degauss coil",The Boeing Company
9114892,Multiple stage tractor propulsion vehicle,The Boeing Company
9132908,Expandable nose cone,The Boeing Company
9132926,Systems and methods for providing insulation,The Boeing Company
9260205,Antivortex device for multi-outlet liquid reservoir,The Boeing Company
9248923,Ceramic composite thermal protection system,The Boeing Company
9244023,Systems and methods for radiation monitoring,The Boeing Company
9302793,Spacecraft docking system,The Boeing Company
9296493,Spacecraft with open sides,The Boeing Company
9283711,Hybrid ablative thermal protection systems and associated methods,The Boeing Company
9284068,Fast-low energy transfer to Earth-Moon Lagrange point L2,The Boeing Company
9196877,Battery cell isolation system,The Boeing Company
9221533,Removable window system for space vehicles,The Boeing Company
9211960,"System and method for attaching thermal protection, insulation and secondary structures to sandwich structures",The Boeing Company
9205625,Spiral laminated structural cone and manufacturing method,The Boeing Company
9238513,Spacecraft radiator panels,The Boeing Company
8973873,Spacecraft propellant tank mount,The Boeing Company
8974135,Fabric preform insert for a composite tank Y-joint,The Boeing Company
8955791,First and second stage aircraft coupled in tandem,The Boeing Company
8998131,Differential throttling control enhancement,The Boeing Company
8977391,Spacecraft development testbed system,The Boeing Company
9016629,Combined pressure and thermal window system for space vehicles,The Boeing Company
9027889,Modular core structure for dual-manifest spacecraft launch,The Boeing Company
9028947,Heat shield having strain compliant matrix and method of forming same,The Boeing Company
8991765,Satellite predictive avoidance system,The Boeing Company
8899012,Methods and systems for flux distribution within a heat exchanger,The Boeing Company
8915472,Multiple space vehicle launch system,The Boeing Company
8930048,Enhanced compound steering law for general low thrust mission,The Boeing Company
8916282,Battery cell isolation system,The Boeing Company
8939407,Common bulkhead for composite propellant tanks,The Boeing Company
8950709,Handle for dual mode airborne vehicle landing,The Boeing Company
8944377,Lavatory reconfiguration system,The Boeing Company
8752350,Ceramic composite thermal protection system,The Boeing Company
8714491,Thermal protection system with staggered joints,The Boeing Company
8864073,Aeroshell thermal protection system and method,The Boeing Company
8876061,Methods and systems for beam powered propulsion,The Boeing Company
8872018,"Atomic oxygen and electrostatic-resistant, flexible structure for space applications",The Boeing Company
8872084,Three-dimensional sun vector determination utilizing low-cost solar cells,The Boeing Company
8800933,Space debris removal,The Boeing Company
8800934,Space access system with reusable booster,The Boeing Company
8807485,Systems for interconnecting dual manifested spacecraft,The Boeing Company
8809824,Cryogenically cooled radiation shield device and associated method,The Boeing Company
8812179,Ammonia detection,The Boeing Company
8816187,Stowing or deploying a solar array,The Boeing Company
8844877,"Stay sharp, fail safe leading edge configuration for hypersonic and space access vehicles",The Boeing Company
8550408,Dual evolved expendable launch vehicle (EELV) secondary payload adaptor (ESPA) port small satellite design,The Boeing Company
8511617,Satellites and satellite fleet implementation methods and apparatus,The Boeing Company
8370124,High fidelity time domain for spacecraft emulation systems,The Boeing Company
8380370,Spacecraft acquisition maneuvers using position-based gyroless control,The Boeing Company
8403270,Canted solar array and method for using same,The Boeing Company
8424203,Heat pipe apparatus and method,The Boeing Company
8439312,System and methods for simultaneous momentum dumping and orbit control,The Boeing Company
8439530,Method and apparatus for simulating solar light,The Boeing Company
8457810,Compound steering law for efficient low thrust transfer orbit trajectory,The Boeing Company
8458976,Thermal protection blanket assembly,The Boeing Company
8706319,Space positioning system,The Boeing Company
8720181,Rocket engine ignition flame reduction system,The Boeing Company
8720828,Extended plug cold plate,The Boeing Company
8679582,Tunable variable emissivity materials and methods for controlling the temperature of spacecraft using tunable variable emissivity materials,The Boeing Company
8656571,Strong bonded joints for cryogenic applications,The Boeing Company
8661644,Method and device for forming joints in composite structures,The Boeing Company
8568054,Attachment system for thermal protection system,The Boeing Company
8584988,Mechanically fastened large pressurized spacecraft structure,The Boeing Company
8573354,Noise suppression system for hollow vehicle fasteners,The Boeing Company
8575580,Radiation shield device and associated method,The Boeing Company
8616502,Deployable solar panel assembly for spacecraft,The Boeing Company
8620496,Systems and method of controlling a spacecraft using attitude sensors,The Boeing Company
8620603,Fluid level sensing,The Boeing Company
8626478,Cross flow parameter calculation for aerodynamic analysis,The Boeing Company
8632036,Integrated articulating thermal isolation system and method,The Boeing Company
8640994,Agile dedicated spacecraft for spinning microwave imagers and sounders,The Boeing Company
8047550,Tile gap seal assembly and method,The Boeing Company
8052092,Method and apparatus for satellite orbital change using space debris,The Boeing Company
8041118,Pattern recognition filters for digital images,The Boeing Company
8038910,"Low solar absorptance, high emissivity, inorganic electrostatic dissipative thermal control coating",The Boeing Company
8006938,"Spacecraft servicing vehicle with adaptors, tools and attachment mechanisms",The Boeing Company
8029702,"Low solar absorptance, high emissivity, inorganic electrostatic dissipative thermal control coating",The Boeing Company
8056863,Unified attitude control for spacecraft transfer orbit operations,The Boeing Company
8091835,Exchangeable propellant cartridge system,The Boeing Company
8099186,Satellite navigation using long-term navigation information and autonomous orbit control,The Boeing Company
8123174,Methods and apparatus for an integrated instrumentation module for a thermal protection system,The Boeing Company
8127758,Solar-thermal fluid heating for aerospace platforms,The Boeing Company
8131409,Gyroless transfer orbit sun acquisition using only wing current measurement feedback,The Boeing Company
8159366,Measurement of current and voltage of an in-orbit solar array,The Boeing Company
8152107,Applying sealant to narrow deep gaps in an ablative heat shield surface,The Boeing Company
8152108,Solar array peak power extraction,The Boeing Company
8281566,Thermally-integrated fluid storage and pressurization system,The Boeing Company
8282043,Simultaneous momentum dumping and orbit control,The Boeing Company
8265804,Method and system for controlling a vehicle,The Boeing Company
8291594,Attachment system and method for thermal protection system,The Boeing Company
8350199,Apparatus to reduce thrust oscillations in a launch vehicle,The Boeing Company
8321076,On-line inertia estimation for use in controlling an aerospace vehicle,The Boeing Company
8359154,Systems and method for determining propellant mass and center of gravity for a space-based asset,The Boeing Company
8366052,Detachable inflation system for air vehicles,The Boeing Company
8366053,System and method for deploying payloads with a launch vehicle,The Boeing Company
8352101,Algorithm for simultaneous attitude maneuver and momentum dumping,The Boeing Company
8191616,Combined thermal protection and surface temperature control system,The Boeing Company
8186626,GPS based orbit determination of a spacecraft in the presence of thruster maneuvers,The Boeing Company
8205839,Methods and apparatus for node-synchronous eccentricity control,The Boeing Company
8210481,Spacecraft having a magnetic space radiation shield,The Boeing Company
8209065,Steering logic for spacecraft slew maneuvers,The Boeing Company
8245979,Centralized bus interface with single wire secondary distribution,The Boeing Company
7777367,Sequential shunt solar array controller,The Boeing Company
7779703,System and method for aligning a device relative to a reference point of a vehicle,The Boeing Company
7823836,Optimal sun safe attitude for satellite ground tracking,The Boeing Company
7823837,"Two part spacecraft servicing vehicle system with adaptors, tools, and attachment mechanisms",The Boeing Company
7687025,Isotopic lightening,The Boeing Company
7691284,Tunable variable emissivity materials and methods for controlling the temperature of spacecraft using tunable variable emissivity materials,The Boeing Company
7673833,Protective shield assembly for space optics and associated methods,The Boeing Company
7681841,Method and system for spacecraft power acquisition using single-axis slit sun sensor,The Boeing Company
7712706,Space tethers for limiting the dynamic response of structures,The Boeing Company
8019544,Real-time refinement method of spacecraft star tracker alignment estimates,The Boeing Company
8016240,Satellites and satellite fleet implementation methods and apparatus,The Boeing Company
7943227,Ceramic heat shield,The Boeing Company
7946534,Pressure vessel having continuous sidewall,The Boeing Company
7974746,Singularity escape and avoidance using a virtual array rotation,The Boeing Company
7878456,Protective shield assembly for space optics and associated methods,The Boeing Company
7887333,Conformal slip ring system,The Boeing Company
7877173,Method and apparatus for determining a satellite attitude using crosslink reference signals,The Boeing Company
7837153,Local observable area and self inspection system,The Boeing Company
7860684,Methods and systems for advanced spaceport information management,The Boeing Company
7861975,Two part spacecraft servicing vehicle system with universal docking adaptor,The Boeing Company
7927686,Composite heat shield,The Boeing Company
7931237,Universal launch vehicle payload adapter,The Boeing Company
7922124,Power optimized system for electric propulsion stationkeeping geosynchronous spacecraft,The Boeing Company
7918420,System and methods for simultaneous momentum dumping and orbit control,The Boeing Company
7913813,Noise shield for a launch vehicle,The Boeing Company
7900434,Thermally-integrated fluid storage and pressurization system,The Boeing Company
7900547,System and method for preparing a launch device,The Boeing Company
7904214,Singularity escape and avoidance using a virtual array rotation,The Boeing Company
7410130,Star-tracker-based attitude determination for spinning spacecraft,The Boeing Company
7434767,"Spacecraft adapter having embedded resources, and methods of forming same",The Boeing Company
7437224,Target acquisition control for spacecraft gimballed payload,The Boeing Company
7413148,Remotely located cryocooler,The Boeing Company
7401752,Protective shield assembly for space optics and associated methods,The Boeing Company
7478782,System and method incorporating adaptive and reconfigurable cells,The Boeing Company
7465500,Lightweight protector against micrometeoroids and orbital debris (MMOD) impact using foam substances,The Boeing Company
7464900,Folding retractable protective dome for space vehicle equipment,The Boeing Company
7464901,Method and device for magnetic space radiation shield,The Boeing Company
7395656,Dual mode hybrid electric thruster,The Boeing Company
7367738,Apparatus and method for releaseably joining elements,The Boeing Company
7281688,Materials for self-transpiring hot skins for hypersonic vehicles or reusable space vehicles,The Boeing Company
7296769,Cryogenic fuel tank insulation assembly,The Boeing Company
7297218,Method of fabricating reusable surface insulation containing polybenzazole,The Boeing Company
7302317,System and method to enhance attitude estimation for transfer orbit maneuver,The Boeing Company
7302364,Methods and systems for advanced spaceport information management,The Boeing Company
7310578,"Fast access, low memory, pair catalog",The Boeing Company
7334844,Composite shell spacecraft seat,The Boeing Company
7343228,Transient cancellation technique for spacecraft solar wing stepping,The Boeing Company
7546983,Spacecraft power acquisition method for wing-stowed configuration,The Boeing Company
7583506,Multi operational system apparatus and method,The Boeing Company
7487016,Method for compensating star motion induced error in a stellar inertial attitude determination system,The Boeing Company
7484693,Centralized bus interface with single wire secondary distribution,The Boeing Company
7447170,Digital beacon asymmetry and quantization compensation,The Boeing Company
7484691,Method and device for magnetic space radiation shield providing isotropic protection,The Boeing Company
7664578,Optimizing initial inclinations and RAANs of a satellite constellation,The Boeing Company
7665695,Unified attitude control for spacecraft transfer orbit operations,The Boeing Company
7668629,Ultra-tightly coupled global navigation satellite system space borne receiver system,The Boeing Company
7640840,Automated launch mating system,The Boeing Company
7627404,Singularity escape and avoidance using a virtual array rotation,The Boeing Company
7644891,Spacecraft low tumble linear release system,The Boeing Company
7650268,Simulating ion impingement,The Boeing Company
7607616,Docking device,The Boeing Company
7575200,Space depot for spacecraft resupply,The Boeing Company
7578481,Digital programmable driver for solenoid valves and associated method,The Boeing Company
7610840,Non-frangible coupling element with explosive load release,The Boeing Company
7611095,Aerodynamic re-entry vehicle control with active and passive yaw flaps,The Boeing Company
9908640,Inclined super-GEO orbit for improved space-surveillance,The Boeing Company
9932131,Polysynchronous constellation design,The Boeing Company
9914551,Passive timing of asynchronous IMU attitude data,The Boeing Company
9915958,Lightweight plenum system for spacecraft application,The Boeing Company
9908644,Gravity chamber that rotates on support bearings mounted on an inner surface of a hull of a habitation module,The Boeing Company
9887401,"Battery assembly, battery containment apparatus, and related methods of manufacture",The Boeing Company
9939260,Satellite transfer orbit search methods,The Boeing Company
9957068,Multiple space vehicle launch system,The Boeing Company
9963248,Spin stabilization of a spacecraft for an orbit maneuver,The Boeing Company
9963249,Efficient stationkeeping design for mixed fuel systems in response to a failure of an electric thruster,The Boeing Company
9951232,IR absorbing coatings comprising fluorinated nanoparticles,The Boeing Company
9986660,Conduction cooled autonomous gimbaled inertial measurement unit,The Boeing Company
9970389,Antivortex device and method of assembling thereof,The Boeing Company
6231710,Method of making composite chambercore sandwich-type structure with inherent acoustic attenuation,Navy
6220548,Deployed equipment modules for satellite architecture improvement,Navy
6237795,Modular transport container for satellites,Navy
6194790,Solar sail for power generation,Navy
6135390,Whole-spacecraft hybrid isolation system for launch vehicles,Navy
6260802,Pneumatic airborne ejection system for aerospace vehicles,Navy
6269629,Micro-pulsed plasma thruster having coaxial cable segment propellant modules,Navy
6275751,Smart docking surface for space serviceable nano and micro satellites,Navy
6263665,"Microthruster for heating a propellant, driving the vapors produced to a discharge section",Navy
6290505,Ballistic performance simulator,Navy
6315248,Method for satellite injection using a solid fuel rocket motor,Navy
6398165,Protective enclosure with peripheral fluid storage facility,Navy
5885367,Retractable thin film solar concentrator for spacecraft,Navy
5919316,Spacecraft solar array design to control differential charging,Navy
6109564,"Electromagnetic, sliding space environment protection satellite door",Navy
6085128,Orbit/covariance estimation and analysis (OCEAN) determination for satellites,Navy
6047541,HAN TEAN (xm-46) mixing gas generator propellant tank pressurizer for launch vehicles and spacecraft,Navy
6051775,Device for tensioning sheet members,Navy
7296396,Method for using variable supersonic Mach number air heater utilizing supersonic combustion,Navy
7234663,Bubble cloud acoustic damping for launch vehicle fairing,Navy
6948306,Apparatus and method of using supersonic combustion heater for hypersonic materials and propulsion testing,Navy
6920722,Elongated truss boom structures for space applications,Navy
6904722,Elongated truss boom structures for space applications,Navy
6873886,Modular mission payload control software,Navy
6775383,Adaptive vibro-acoustic attentuator for launch vehicles,Navy
6701705,Gas-walled rocket nozzle,Navy
6463672,Mitigation of spacecraft charging by means of ionized water vapor,Navy
6459232,Spacecraft power system,Navy
6488233,Laser propelled vehicle,Navy
6500275,Mitigation of spacecraft charging by means of polar molecules,Navy
5669584,Space vehicle apparatus including a cellular sandwich with phase change material,Navy
5771967,Wick-interrupt temperature controlling heat pipe,Navy
5664742,Plume avoidance maneuvers,Navy
5540996,"Rigidized, low density, insulation",Navy
5541010,Optical solar reflector,Navy
5467814,Graphite/epoxy heat sink/mounting for common pressure vessel,Navy
5476239,Gyro platform assembly with a spinning vehicle,Navy
5512743,Space-based asteroid detection and monitoring system,Navy
5405108,Space debris clearing device,Navy
5431010,"High speed, amplitude variable thrust control method",Navy
5204818,Surveying satellite apparatus,Navy
5115998,Annular balloon,Navy
5117758,Booster rocket range safety system,Navy
5271226,"High speed, amplitude variable thrust control",Navy
5257802,Zero-residual-energy minimum-time slew of a flexible space structure with damping,Navy
5257757,Advanced hypersonic nosecap,Navy
5312693,Nonsacrificial laser hardening,Navy
5323682,Method for protecting a space vehicle and resultant vehicle,Navy
5356187,Recovery and deployment device,Navy
5337288,Acoustic and vibration attenuation composite material,Navy
4609169,Propellant tank resupply system,Navy
4697767,Spacecraft subsystem support structure,Navy
4727932,Expandable pulse power spacecraft radiator,Navy
4706740,Ventable survivable heat pipe vapor chamber spacecraft radiator,Navy
4706912,Structural external insulation for hypersonic missiles,Navy
4702439,Support for thermally expanding conical heatshield,Navy
4572488,Low temperature rate controller,Navy
4581285,High thermal capacitance multilayer thermal insulation,Navy
4515847,Erosion-resistant nosetip construction,Navy
4373690,Deployable support structure for spacecrafts,Navy
4465253,Flexible line support assembly,Navy
4392624,Implanted boundary layer trip,Navy
4397434,Survivable satellite bus structural frame,Navy
4016322,Ablative protective material for reentry bodies,Navy
4010921,Spacecraft closed loop three-axis momentum unloading system,Navy
3981467,Launch lock device,Navy
4161780,Spin rate timing system,Navy
4166597,Stowable and inflatable vehicle,Navy
4166598,Vehicle enshrouding apparatus,Navy
4155579,Rotating detent latch mechanism,Navy
4201611,Carbon/carbon composite for re-entry vehicle applications,Navy
4234144,Base vent assembly for entry space vehicles,Navy
4170904,Single-axis disturbance compensation system,Navy
4173187,Multipurpose protection system,Navy
4185558,Re-entry vehicle boundary layer transition suppressor,Navy
4813476,Expandable pulse power spacecraft radiator,Navy
4842045,Expandable radiator,Navy
4828207,Fluid lock,Navy
4923151,Tether power generator for earth orbiting satellites,Navy
4974668,LDR centrifugal collector apparatus,Navy
5053622,Early ballistic missile detection system,Navy
5036770,ACS blowoff door assembly,Navy
5036905,High efficiency heat exchanger,Navy
9980361,Thermally isolated thermionic hollow cathodes,Navy
9983585,Method and apparatus for operation of a remote sensing platform,Navy
9919813,Control system and method for a plane change for satellite operations,Navy
9025333,Tunable thermal switch,Navy
9038958,Method and apparatus for contingency guidance of a CMG-actuated spacecraft,Navy
9194379,Field-ionization based electrical space ion thruster using a permeable substrate,Navy
8768622,System and method for maneuver plan for satellites flying in proximity using apocentral coordinate system,Navy
8770522,Deployable space boom using bi-stable tape spring mechanism,Navy
8880246,Method and apparatus for determining spacecraft maneuvers,Navy
8976245,Optical orbital debris spotter,Navy
9567112,Method and apparatus for singularity avoidance for control moment gyroscope (CMG) systems without using null motion,Navy
9527608,ELF and VLF antenna and related methods,Navy
9783323,Ram angle and magnetic field sensor (RAMS),Navy
9639085,Phugoid peaks trajectory for hypersonic glide vehicles,Navy
8356774,Structure for storing and unfurling a flexible material,Navy
8006937,Spacecraft docking interface mechanism,Navy
8147943,Replaceable impact resistant thermal protection system,Navy
8142874,Bi-material composite structure with reduced thermal expansion,Navy
8437892,Method and system for establishment and maintenance of a global formation of directionally-fixed spacecraft without the use of expendable mass,Navy
8465607,Higher-performance solid-rocket propellants and methods of utilizing them,Navy
8384613,Deployable structures with quadrilateral reticulations,Navy
8469314,Technique for de-orbiting small debris from the near-earth space environment,Navy
8579235,Technique for de-orbiting small debris from the near-earth space environment,Navy
8656989,Grid-stiffened panel with integrated fluid distribution channels,Navy
7354021,Magnet for an ionic drive for space vehicles,Navy
7354033,Tape-spring deployable hinge,Navy
7435032,Resilient joint for deployable structures,Navy
7617639,Tape-spring deployable boom,Navy
7637461,Approaches to actively protect spacecraft from damage due to collisions with ions,Navy
7934685,Methods to actively protect spacecraft from damage due to collision with ions,Navy
7941978,Deployable heirarchical structure,Navy
7895795,Triangular rollable and collapsible boom,Navy
7819221,Lightweight acoustic damping treatment,Navy
7837008,Passive acoustic barrier,Navy
6101430,Global positioning system self calibration attitude determination,"Space Systems/Loral, Inc."
6073887,High power spacecraft with full utilization of all spacecraft surfaces,"Space Systems/Loral, Inc."
6068217,Method to reorient a spacecraft using only initial single axis attitude knowledge,"Space Systems/Loral, Inc."
6052630,Thruster optimized pair selection,"Space Systems/Loral, Inc."
6053455,Spacecraft attitude control system using low thrust thrusters,"Space Systems/Loral, Inc."
6032904,Multiple usage thruster mounting configuration,"Space Systems/Loral, Inc."
6034322,Solar cell assembly,"Space Systems/Loral, Inc."
6029438,Drive circuit for electric propulsion thruster,"Space Systems/Loral, Inc."
6012000,Simplified onboard attitude control based on star sensing,"Space Systems/Loral, Inc."
6008448,Solar panel array with stepped taper,"Space Systems/Loral, Inc."
6010096,Deployment restraint and sequencing device,"Space Systems/Loral, Inc."
5978716,Satellite imaging control system for non-repeatable error,"Space Systems/Loral, Inc."
5957411,Method using double thruster firings to deadbeat flexible solar array structural oscillations,"Space Systems/Loral, Inc."
5963166,Precise spacecraft camera image navigation and registration,"Space Systems/Loral, Inc."
6000661,Autonomous spacecraft payload base motion estimation and correction,"Space Systems/Loral, Inc."
6005184,Solar panels having improved heat dissipation properties,"Space Systems/Loral, Inc."
5996942,Autonomous solar torque management,"Space Systems/Loral, Inc."
5992799,Earth based spacecraft orbit and attitude control using a look-ahead thruster selection logic and magnetic torquers,"Space Systems/Loral, Inc."
5903837,Wireless telephone/satellite roaming method,"Space Systems/Loral, Inc."
5865401,Tethered space platform assembly for isolation orbiting,"Space Systems/Loral, Inc."
5886499,Life extending operational regime for battery,"Space Systems/Loral, Inc."
5957408,Satellite with east and west battery radiators,"Space Systems/Loral, Inc."
5826829,Spacecraft control system with a trihedral momentum bias wheel configuration,"Space Systems/Loral, Inc."
5822515,Correction of uncommanded mode changes in a spacecraft subsystem,"Space Systems/Loral, Inc."
5862462,Power enhancement techniques for high power satellites,"Space Systems/Loral, Inc."
5864320,Synchronous rotation dual-axis mechanical hinge assemblies,"Space Systems/Loral, Inc."
5785280,Hybrid solar panel array,"Space Systems/Loral, Inc."
5787368,Spacecraft yaw control using only wheel speed measurements processed through a simple filter bank,"Space Systems/Loral, Inc."
6154692,Spacecraft yaw pointing for inclined orbits,"Space Systems/Loral, Inc."
6164597,Using reflected solar radiation pressure to provide stationkeeping maneuvering of a spacecraft,"Space Systems/Loral, Inc."
6141606,Wheel speed control system for spacecraft with rejection of null space wheel momentum,"Space Systems/Loral, Inc."
6142422,Method to reorient a spacecraft using only initial single axis attitude knowledge,"Space Systems/Loral, Inc."
6138952,Transient free actuator switching,"Space Systems/Loral, Inc."
6133818,Redundant fuse wire release device,"Space Systems/Loral, Inc."
6135394,Practical method and apparatus for satellite stationkeeping,"Space Systems/Loral, Inc."
6125310,Thruster on time signaling with flexure compensation avoidance,"Space Systems/Loral, Inc."
6237876,Methods for using satellite state vector prediction to provide three-axis satellite attitude control,"Space Systems/Loral, Inc."
6238820,Battery cell sleeve for spacecraft applications,"Space Systems/Loral, Inc."
6253125,Method and apparatus for generating orbital data,"Space Systems/Loral, Inc."
6248950,Solar array augmented electrostatic discharge for spacecraft in geosynchronous earth orbit,"Space Systems/Loral, Inc."
6196501,Satellite architecture with deployable electrical equipment,"Space Systems/Loral, Inc."
6207315,Three dimensional battery for space applications,"Space Systems/Loral, Inc."
6205378,Adaptive mass expulsion attitude control system,"Space Systems/Loral, Inc."
6186446,Solar array control for electric propulsion system,"Space Systems/Loral, Inc."
6182441,Drive circuit for electric propulsion thruster,"Space Systems/Loral, Inc."
6381520,Sun seeking solar array control system and method,"Space Systems/Loral, Inc."
6317660,Method for using satellite state vector prediction to provide satellite sensor automatic scan inhibit and/or sensor switching,"Space Systems/Loral, Inc."
6317661,"Argument of perigee correction with longitude control for inclined, eccentric, geosynchronous satellites","Space Systems/Loral, Inc."
6318676,Equatorial-normal body-stabilized spacecraft and control method for inclined orbit operation,"Space Systems/Loral, Inc."
6332590,Photoemission based spacecraft charging sensor,"Space Systems/Loral, Inc."
6341750,Spacecraft motion estimation using a gimballed momentum wheel,"Space Systems/Loral, Inc."
6261716,Battery cell sleeve for spacecraft applications,"Space Systems/Loral, Inc."
6296207,Combined stationkeeping and momentum management,"Space Systems/Loral, Inc."
6291099,Battery system,"Space Systems/Loral, Inc."
6285928,Onboard attitude control using reaction wheels,"Space Systems/Loral, Inc."
6311929,Spacecraft and appendage stepping methods that improve spacecraft attitude pointing and cancel solar array slew disturbances,"Space Systems/Loral, Inc."
6308919,Spacecraft having a dual reflector holddown for deploying multiple reflectors in a single release event,"Space Systems/Loral, Inc."
6314344,Automated orbit compensation system and method,"Space Systems/Loral, Inc."
6311932,Yaw steering momentum system,"Space Systems/Loral, Inc."
6312849,Method for producing a battery cell structure,"Space Systems/Loral, Inc."
6735501,Satellite commanding using remotely controlled modulation of satellite on-board telemetry parameters,"Space Systems/Loral, Inc."
6776220,Spacecraft radiator system using crossing heat pipes,"Space Systems/Loral, Inc."
6883588,Spacecraft radiator system using a heat pump,"Space Systems/Loral, Inc."
6854510,Spacecraft radiator system and method using cross-coupled deployable thermal radiators,"Space Systems/Loral, Inc."
7028953,Two-sided deployable thermal radiator system and method,"Space Systems/Loral, Inc."
6543723,Electric orbit raising with variable thrust,"Space Systems/Loral, Inc."
